from_totally_fake_account,total_amount
5241.0,21999.310000000012
5248.0,21306.820000000047
5251.0,23285.570000000025
5261.0,22277.990000000034
5266.0,35743.27000000007
5276.0,16486.149999999998
5280.0,22024.66000000004
5283.0,21219.530000000017
5285.0,30891.84000000005
5289.0,19394.540000000023
5291.0,19348.26000000001
5292.0,31648.920000000056
5298.0,21353.6800000001
5299.0,30378.240000000027
5300.0,27280.16000000003
5304.0,33418.13000000008
5307.0,29024.800000000036
5319.0,21189.890000000058
5322.0,29896.840000000233
5338.0,21758.450000000033
5347.0,19517.670000000024
5353.0,31091.360000000066
5357.0,23657.930000000135
5378.0,29903.42000000001
5391.0,17624.489999999998
5394.0,16182.309999999987
5403.0,35178.24999999998
5412.0,20776.869999999995
5439.0,17685.660000000003
5457.0,20609.61000000001
5462.0,17454.76999999998
5486.0,18805.15
5491.0,28124.140000000076
5494.0,28987.32000000007
5499.0,25494.760000000046
5500.0,13552.629999999996
5501.0,31129.23000000006
5511.0,18619.799999999992
5514.0,14942.709999999954
5522.0,19132.390000000054
5525.0,13646.439999999984
5538.0,25670.800000000054
5556.0,17970.869999999995
5569.0,35619.16000000026
5580.0,29261.6600000001
5589.0,19636.950000000008
5615.0,14423.790000000005
5620.0,30769.500000000062
5653.0,29764.570000000233
5671.0,20886.440000000013
5679.0,24080.74000000003
5701.0,19084.80000000001
5706.0,25532.850000000064
5720.0,16601.89000000001
5733.0,29536.599999999995
5740.0,37905.23000000022
5782.0,23788.50000000002
5784.0,31464.07000000003
5797.0,34472.980000000214
5803.0,20841.110000000008
5805.0,19950.050000000057
5809.0,14496.689999999993
5831.0,28696.83000000027
5844.0,19188.829999999998
5852.0,24907.300000000054
5853.0,19047.850000000053
5876.0,32324.080000000016
5882.0,16506.079999999987
5889.0,16887.399999999998
5890.0,15499.699999999995
5919.0,27411.710000000032
5936.0,24196.450000000044
5941.0,15233.26999999998
5960.0,24526.780000000155
5979.0,36408.34000000007
5984.0,22615.08000000008
6010.0,19619.62
6016.0,15171.700000000004
6030.0,33975.140000000036
6031.0,19687.340000000022
6046.0,20113.71000000001
6048.0,33362.700000000084
6053.0,18035.360000000033
6058.0,18593.750000000022
6059.0,14937.08999999999
6060.0,28644.010000000002
6094.0,18824.79
6097.0,32676.490000000063
6100.0,17377.40999999998
6104.0,15993.450000000003
6107.0,29446.740000000023
6154.0,22197.170000000122
6186.0,15154.30999999999
6194.0,15679.480000000007
6211.0,16257.859999999986
6233.0,19720.600000000064
6234.0,32079.130000000056
6246.0,25372.18000000005
6286.0,16534.730000000007
6289.0,32904.82
6293.0,17654.59000000001
6295.0,20079.40000000002
6296.0,20416.1
6302.0,17097.960000000006
6315.0,17599.269999999997
6327.0,15979.899999999987
6339.0,21409.090000000033
6347.0,19067.03000000005
6360.0,19819.910000000054
6361.0,14831.429999999991
6362.0,16085.380000000001
6406.0,35746.29000000029
6415.0,18506.160000000003
6431.0,16027.499999999989
6445.0,15507.809999999981
6459.0,20040.810000000038
6468.0,17646.35999999999
6508.0,30812.610000000095
6517.0,22626.93000000014
6518.0,29314.210000000272
6536.0,32099.300000000094
6540.0,18940.450000000077
6545.0,32374.08000000006
6563.0,13847.129999999952
6567.0,24625.67000000004
6574.0,33718.56000000009
6575.0,19167.15000000002
6589.0,20846.589999999993
6616.0,23976.43000000011
6627.0,14847.99
6650.0,23238.899999999994
6651.0,24192.46000000001
6653.0,21794.170000000046
6677.0,20219.990000000056
6679.0,34786.09000000009
6692.0,20219.289999999994
6754.0,25489.340000000073
6782.0,18789.40000000001
6809.0,13820.35999999999
6829.0,17737.16
6842.0,15567.269999999971
6874.0,22821.480000000018
6889.0,26206.830000000016
6892.0,32636.68000000025
6900.0,18184.02
6919.0,13254.19999999995
6920.0,27670.890000000054
6922.0,15827.350000000002
6924.0,17381.039999999994
6935.0,29401.430000000055
6947.0,20765.14000000005
6957.0,28131.83000000003
7002.0,25862.010000000046
7014.0,26657.140000000185
7018.0,22191.72000000001
7020.0,26128.850000000202
7025.0,20169.02000000001
7039.0,34876.15000000002
7041.0,29925.670000000206
7058.0,32540.830000000213
7059.0,31236.540000000212
7072.0,33895.07000000007
7073.0,22794.07000000003
7088.0,22728.770000000062
7104.0,16653.16999999999
7120.0,20608.750000000025
7129.0,19648.940000000006
7134.0,22980.210000000046
7143.0,11603.109999999973
7150.0,16688.169999999984
7170.0,18519.289999999997
7192.0,18921.530000000024
7201.0,16900.109999999993
7214.0,29805.12
7224.0,20108.230000000047
7234.0,17602.529999999984
7235.0,26451.540000000092
7239.0,12585.40999999999
7246.0,29101.950000000063
7248.0,15409.299999999934
7257.0,29848.160000000105
7269.0,18840.680000000004
7272.0,20318.41999999999
7292.0,20080.18000000002
7293.0,13847.659999999974
7296.0,13044.269999999995
7300.0,22146.930000000088
7301.0,20828.86000000009
7310.0,17602.369999999988
7312.0,18917.630000000005
7317.0,27156.540000000045
7318.0,23886.550000000047
7330.0,24918.36000000015
7337.0,21095.550000000017
7369.0,22510.37000000006
7373.0,21917.37000000002
7389.0,19671.580000000005
7395.0,21478.460000000094
7396.0,21968.530000000053
7417.0,19785.61000000003
7421.0,18968.570000000014
7446.0,27616.83000000009
7453.0,34038.850000000224
7472.0,26411.30000000007
7475.0,19260.220000000023
7485.0,31927.200000000063
7534.0,22002.96000000001
7538.0,24139.180000000037
7550.0,31450.390000000218
7572.0,18685.760000000002
7582.0,29969.020000000048
7601.0,21052.990000000005
7623.0,32990.72000000007
7637.0,22317.88000000005
7659.0,23183.94000000003
7664.0,14283.249999999978
7672.0,16384.229999999978
7680.0,17751.88
7686.0,21249.500000000007
7690.0,32140.10000000005
7692.0,17834.600000000002
7694.0,33769.06000000006
7746.0,37102.99999999999
7783.0,18425.74000000002
7791.0,41324.600000000086
7809.0,24995.23000000005
7810.0,32807.25000000009
7831.0,21353.960000000036
7843.0,18169.500000000007
7851.0,19859.210000000046
7853.0,23083.730000000058
7857.0,37254.25000000005
7875.0,17327.72
7877.0,22014.780000000144
7909.0,25562.350000000046
7949.0,31098.900000000012
7964.0,19814.11000000001
7970.0,24381.930000000055
7979.0,32201.880000000307
7984.0,17203.05
8001.0,30229.01000000019
8024.0,36995.87999999999
8031.0,13696.160000000002
8058.0,15873.119999999964
8059.0,23939.420000000027
8065.0,29700.250000000084
8089.0,20197.91000000001
8094.0,18419.410000000007
8097.0,22151.690000000042
8109.0,34136.06000000002
8135.0,18599.019999999997
8143.0,29985.570000000065
8144.0,17758.150000000016
8164.0,21650.440000000086
8166.0,28175.320000000098
8179.0,11809.089999999986
8194.0,22695.200000000033
8197.0,21755.590000000037
8203.0,21565.18000000003
8221.0,15971.299999999996
8232.0,19921.990000000023
8236.0,31015.78000000006
8250.0,17951.99000000001
8253.0,14970.27
8260.0,32289.670000000046
8266.0,19272.370000000003
8267.0,18358.900000000023
8268.0,13328.529999999986
8294.0,29307.500000000015
8295.0,12730.439999999986
8296.0,31623.270000000048
8306.0,16909.90999999998
8307.0,22133.16000000002
8327.0,19433.68999999999
8328.0,17611.09
8331.0,33829.360000000204
8334.0,26045.34000000022
8377.0,37042.85000000023
8381.0,17238.349999999984
8386.0,13121.799999999988
8387.0,16587.09999999999
8418.0,28443.790000000092
8431.0,19442.610000000008
8438.0,19549.31999999999
8472.0,19387.94
8473.0,18827.980000000007
8474.0,33945.52000000007
8487.0,29492.480000000007
8506.0,35401.62000000026
8507.0,30189.680000000066
8518.0,25276.970000000005
8556.0,16064.689999999988
8565.0,12540.409999999994
8568.0,23830.649999999994
8572.0,32296.830000000085
8583.0,23392.760000000035
8603.0,15827.329999999996
8607.0,33346.66
8625.0,16884.110000000004
8633.0,27556.67000000018
8655.0,18801.790000000015
8661.0,30092.270000000088
8668.0,31287.990000000074
8682.0,20215.100000000068
8691.0,20484.47000000001
8718.0,13516.409999999983
8741.0,17656.700000000004
8744.0,17473.29000000001
8801.0,25166.190000000006
8815.0,16286.589999999973
8864.0,29548.27000000007
8880.0,17094.28
8882.0,31325.700000000063
8906.0,21496.770000000022
8907.0,26015.30000000008
8919.0,29539.450000000197
8943.0,13051.529999999982
8947.0,28572.250000000102
8968.0,14439.999999999985
8982.0,19865.11000000001
8994.0,18895.71000000003
9022.0,19176.359999999993
9029.0,25026.010000000057
9030.0,19721.99000000003
9041.0,21789.060000000052
9048.0,32525.450000000066
9075.0,27452.230000000043
9076.0,18004.400000000005
9088.0,17800.94
9120.0,25387.31000000006
9133.0,31905.78000000009
9141.0,31378.23
9150.0,12865.049999999987
9162.0,35657.590000000084
9172.0,13831.259999999993
9173.0,17979.659999999996
9186.0,19916.20000000003
9189.0,19350.90000000001
9204.0,22607.750000000036
9218.0,20169.9800000001
9225.0,27268.400000000074
9239.0,17413.419999999987
9250.0,15885.679999999982
9255.0,25063.810000000063
9256.0,12477.429999999986
9262.0,18683.320000000003
9267.0,20363.740000000023
9300.0,22449.22000000005
9303.0,31164.580000000078
9323.0,25372.090000000055
9333.0,15907.110000000006
9337.0,25964.420000000024
9341.0,21016.070000000007
9347.0,18592.999999999978
9360.0,24602.390000000178
9381.0,21115.56000000003
9399.0,22305.720000000023
9407.0,20397.17000000002
9453.0,18728.05000000001
9460.0,28249.51000000002
9474.0,29185.25000000022
9479.0,18674.65
9480.0,21499.490000000118
9499.0,16242.639999999967
9508.0,24279.84000000015
9518.0,22685.500000000007
9579.0,21579.710000000086
9580.0,12030.02
9600.0,16878.70999999996
9642.0,30812.810000000078
9660.0,28242.750000000055
9678.0,31528.760000000057
9685.0,20764.300000000017
9687.0,19226.660000000014
9691.0,20238.27000000001
9724.0,15282.729999999945
9740.0,32106.330000000282
9756.0,26045.77000000002
9820.0,35448.04000000012
9869.0,34867.35000000027
9874.0,15774.359999999979
9880.0,16563.999999999996
9894.0,17670.299999999996
9900.0,22110.450000000066
9916.0,15061.759999999958
9925.0,18807.880000000026
9928.0,16495.19999999999
9936.0,11945.28999999997
9944.0,18644.609999999997
9951.0,24889.300000000032
9983.0,21154.190000000082
10000.0,20152.39000000001
10004.0,18261.470000000027
10021.0,13115.639999999992
10062.0,12917.029999999988
10078.0,26410.510000000035
10092.0,33489.99000000001
10099.0,30489.750000000076
10126.0,34285.46000000028
10130.0,33327.68000000001
10134.0,24656.360000000026
10141.0,34356.08000000028
10145.0,18353.37000000002
10147.0,29972.11000000002
10156.0,18676.370000000003
10179.0,19112.860000000004
10180.0,20442.019999999997
10209.0,32359.360000000066
10215.0,28614.380000000056
10253.0,20128.04000000009
10254.0,16778.02
10259.0,21842.230000000123
10280.0,12562.949999999993
10300.0,21919.62000000003
10314.0,21605.51000000001
10320.0,17385.739999999998
10356.0,17366.640000000003
10371.0,23974.110000000153
10386.0,16919.519999999993
10402.0,19967.460000000036
10410.0,32980.95000000004
10432.0,20914.720000000045
10442.0,16720.27999999999
10451.0,31147.680000000044
10454.0,27466.400000000067
10464.0,15918.859999999993
10479.0,22805.290000000045
10485.0,19211.310000000052
10514.0,20710.80000000007
10520.0,17244.089999999993
10521.0,18221.7
10538.0,18806.840000000037
10572.0,15926.959999999994
10581.0,22412.230000000098
10586.0,16489.63
10592.0,15618.279999999986
10605.0,32744.410000000007
10606.0,20903.16
10634.0,18458.83
10636.0,20080.880000000034
10641.0,29457.360000000048
10659.0,33227.580000000096
10693.0,15692.600000000002
10695.0,36550.530000000246
10696.0,25012.57000000005
10709.0,15509.119999999954
10716.0,15518.189999999984
10740.0,21848.360000000037
10743.0,31296.640000000087
10765.0,30904.950000000073
10794.0,25437.53000000006
10813.0,22875.450000000143
10819.0,16117.869999999994
10826.0,19609.970000000078
10855.0,30643.240000000078
10866.0,20094.260000000042
10913.0,26374.330000000075
10937.0,29648.40000000019
10944.0,26226.760000000075
10963.0,20184.78
10983.0,29551.090000000062
11008.0,18473.350000000013
11012.0,31356.360000000033
11039.0,13144.169999999978
11054.0,13947.159999999976
11056.0,15005.669999999976
11057.0,15949.210000000006
11096.0,15489.86999999996
11099.0,13237.82999999999
11100.0,30892.080000000053
11105.0,34351.81000000003
11111.0,15598.579999999996
11120.0,23317.58000000005
11124.0,17702.359999999997
11133.0,27848.060000000063
11137.0,28306.97000000008
11143.0,18178.000000000015
11145.0,15742.679999999993
11163.0,19172.860000000004
11167.0,19972.10000000001
11171.0,17925.19999999999
11177.0,30424.250000000222
11182.0,23388.190000000115
11183.0,32132.790000000063
11197.0,11588.589999999984
11202.0,13801.91999999993
11211.0,18452.729999999985
11213.0,17128.59
11232.0,19200.120000000017
11237.0,13197.709999999995
11239.0,22650.200000000026
11252.0,35399.38000000026
11256.0,19130.470000000012
11303.0,20995.43000000002
11314.0,33974.69000000019
11343.0,20194.950000000015
11347.0,20013.26000000002
11370.0,16042.499999999962
11379.0,32048.680000000073
11382.0,15204.469999999985
11401.0,18978.49000000001
11405.0,38581.980000000265
11417.0,18932.370000000006
11420.0,14979.899999999987
11421.0,13913.929999999998
11426.0,35000.89000000005
11448.0,20855.62000000004
11451.0,29981.430000000066
11454.0,21399.53000000008
11460.0,18576.270000000004
11466.0,17997.369999999995
11475.0,32231.260000000257
11494.0,17115.809999999994
11505.0,30182.950000000248
11550.0,12772.399999999947
11559.0,21225.36000000002
11563.0,18480.13
11568.0,15436.839999999966
11570.0,18540.609999999993
11577.0,17796.859999999986
11613.0,29951.840000000175
11619.0,20646.000000000033
11620.0,34297.94000000007
11628.0,37487.19000000024
11630.0,26450.59000000006
11636.0,15639.479999999998
11648.0,20679.400000000005
11662.0,27086.89000000006
11673.0,31512.270000000077
11680.0,13895.009999999977
11683.0,19080.160000000018
11694.0,29718.220000000052
11729.0,30065.860000000044
11734.0,21801.410000000014
11742.0,28070.98000000001
11755.0,18741.239999999994
11756.0,33807.32000000018
11762.0,18136.92000000003
11765.0,17338.77999999999
11786.0,14892.35999999999
11813.0,12393.289999999979
11821.0,24726.240000000118
11822.0,31163.24000000002
11823.0,17623.409999999993
11827.0,31684.770000000208
11872.0,29096.960000000014
11907.0,23518.970000000063
11921.0,17806.610000000004
11926.0,31370.660000000084
11961.0,25403.009999999984
11964.0,19551.180000000015
11965.0,30987.290000000066
11971.0,21930.870000000046
11976.0,33457.51000000029
11988.0,12745.04999999999
12001.0,27264.000000000036
12006.0,16370.549999999985
12026.0,13840.989999999993
12035.0,23850.810000000154
12048.0,31013.610000000088
12060.0,23635.310000000118
12069.0,26399.540000000048
12095.0,17569.709999999992
12101.0,23265.05000000004
12122.0,10337.669999999996
12127.0,18174.23000000003
12144.0,19846.65999999998
12148.0,19627.16000000001
12154.0,24151.53999999999
12164.0,32140.540000000074
12179.0,30847.190000000042
12182.0,15670.579999999998
12184.0,15670.869999999984
12190.0,36834.480000000105
12197.0,36340.03000000024
12202.0,31887.90000000003
12229.0,14380.019999999991
12259.0,14636.20999999997
12290.0,19544.15
12316.0,19385.99000000002
12329.0,24397.04
12351.0,28735.800000000054
12356.0,22256.230000000047
12359.0,22717.490000000038
12378.0,17302.13999999999
12384.0,22072.32000000012
12387.0,18526.120000000046
12391.0,18435.179999999986
12396.0,16257.409999999996
12403.0,29628.760000000064
12407.0,18172.94999999999
12424.0,26949.240000000053
12435.0,22018.350000000104
12443.0,17376.339999999993
12470.0,34289.50000000007
12478.0,18015.039999999994
12501.0,23851.63000000012
12520.0,25337.45000000006
12525.0,33876.9800000001
12542.0,20123.430000000015
12563.0,21106.390000000025
12568.0,30935.270000000106
12585.0,21566.60000000004
12630.0,30211.540000000015
12649.0,21857.510000000166
12650.0,25947.570000000058
12652.0,32116.860000000277
12658.0,17827.12000000001
12665.0,29256.95000000023
12673.0,18743.450000000008
12695.0,32251.990000000056
12699.0,23633.96000000001
12709.0,34105.42000000008
12728.0,35288.06000000006
12733.0,13957.689999999955
12738.0,31985.54000000007
12774.0,36886.27000000026
12781.0,17699.50000000001
12782.0,33624.54000000004
12800.0,17186.82
12818.0,22334.570000000105
12831.0,37194.04000000007
12903.0,32389.53000000026
12913.0,20832.420000000086
12929.0,16031.520000000004
12935.0,29637.93000000006
12964.0,26733.03000000004
12971.0,21783.040000000092
12988.0,21409.41000000001
12993.0,19372.28999999999
13001.0,13481.42999999998
13019.0,13381.129999999986
13023.0,14319.259999999997
13047.0,17336.189999999988
13054.0,22284.779999999995
13055.0,22520.260000000006
13069.0,25669.280000000203
13072.0,23706.010000000017
13100.0,26079.70000000018
13133.0,16879.05
13148.0,18738.23000000002
13152.0,18991.920000000042
13165.0,34788.740000000005
13174.0,19736.88000000003
13205.0,24345.860000000033
13219.0,22055.85000000012
13225.0,14260.519999999999
13226.0,16176.719999999994
13243.0,16787.65999999998
13246.0,23670.980000000036
13252.0,26511.290000000183
13270.0,18828.350000000006
13273.0,20695.860000000037
13278.0,33259.670000000064
13299.0,17579.5
13311.0,20355.980000000072
13344.0,35903.28000000006
13372.0,18455.30999999999
13375.0,19405.070000000003
13384.0,26190.830000000064
13392.0,32113.290000000066
13429.0,19435.350000000035
13453.0,17659.74
13485.0,20250.77000000001
13502.0,18546.75000000001
13508.0,19096.200000000004
13536.0,27572.91000000004
13611.0,33193.15000000008
13613.0,36012.91999999999
13633.0,20123.04000000005
13677.0,32400.450000000055
13690.0,18559.079999999994
13724.0,33271.31000000007
13738.0,20648.329999999998
13778.0,19075.930000000022
13798.0,17973.39999999999
13808.0,31931.98000000022
13822.0,15591.009999999993
13824.0,13961.890000000005
13865.0,15939.11999999999
13881.0,18162.330000000013
13886.0,17765.75000000001
13903.0,20335.57000000002
13904.0,15584.429999999971
13927.0,13709.559999999981
13944.0,19643.470000000027
13977.0,20745.810000000016
13991.0,24408.240000000056
13993.0,12884.609999999988
14032.0,16022.39999999998
14036.0,38214.26000000001
14040.0,19432.99000000006
14069.0,28675.65000000017
14073.0,32625.150000000067
14074.0,11942.56999999998
14084.0,20246.58000000001
14097.0,13883.379999999996
14101.0,20765.94000000003
14124.0,30389.07000000018
14135.0,16769.949999999997
14139.0,23002.600000000028
14147.0,20247.58000000003
14154.0,17016.479999999996
14160.0,34155.31000000006
14167.0,27939.76000000007
14179.0,16752.780000000002
14190.0,16748.170000000006
14202.0,21299.769999999997
14214.0,33920.57000000027
14243.0,18549.230000000003
14270.0,22240.250000000004
14272.0,19500.860000000037
14277.0,34885.11000000008
14289.0,31599.76000000023
14326.0,34479.73000000004
14345.0,29198.38000000007
14358.0,25598.90000000003
14360.0,19835.28000000001
14362.0,13535.589999999984
14372.0,17442.779999999988
14388.0,17031.260000000002
14420.0,20464.000000000047
14424.0,31334.50000000006
14426.0,17426.219999999994
14446.0,17297.589999999993
14448.0,21006.98000000005
14452.0,21800.630000000016
14458.0,20134.170000000024
14460.0,15749.929999999938
14467.0,17871.4
14468.0,24650.170000000027
14496.0,21230.45000000002
14500.0,14088.10999999999
14506.0,19960.53
14520.0,33416.43000000001
14527.0,27605.190000000042
