account,transaction,income_count,expense_count,anomaly
20801,-2208.9700000000016,0,217,1
98468,-2905.200000000001,0,171,1
66821,-1587.8400000000004,0,125,1
83810,-1596.6100000000008,0,132,1
24252,-2771.1500000000005,0,189,1
87599,-1745.7200000000007,0,148,1
51294,-1585.3700000000003,0,112,1
17487,-1311.9699999999998,0,149,1
64608,-2139.8900000000003,0,96,1
45219,-1799.51,0,133,1
19015,-1654.93,0,130,1
26568,-2331.090000000001,0,222,1
4832,-1865.5900000000008,0,122,1
26568,132.68,20,0,1
97898,-1768.37,0,137,1
42196,-1772.0800000000004,0,130,1
41304,-2049.120000000001,0,133,1
97810,-2102.24,0,170,1
19207,-1580.5200000000018,0,162,1
73963,34.5,5,0,1
92415,-2692.909999999999,0,191,1
31509,-1616.1600000000014,0,118,1
5501,-3109.359999999999,0,135,1
91387,-2267.710000000001,0,132,1
37272,-1553.86,0,96,1
74148,99.0,17,0,1
67591,-1407.340000000001,0,163,1
44491,-1487.0500000000002,0,110,1
67591,153.69000000000003,20,0,1
20089,-1450.2300000000002,0,185,1
87118,-2106.240000000002,0,194,1
85885,-1240.6000000000006,0,81,1
1505,-1649.5400000000006,0,130,1
87954,-2005.2200000000005,0,126,1
92283,-2596.520000000002,0,228,1
98543,-1830.7600000000016,0,164,1
31749,-1875.3400000000008,0,101,1
39233,-1757.01,0,88,1
42704,180.7,29,0,1
5890,-1414.39,0,107,1
89619,-2107.9099999999994,0,146,1
4265,-2224.42,0,133,1
44107,-2404.1200000000003,0,111,1
39467,-1156.4399999999998,0,78,1
63669,-2925.480000000001,0,222,1
13225,-1717.8200000000002,0,86,1
57657,-3497.72,0,92,1
48473,-1881.18,0,109,1
11563,-2076.5700000000006,0,130,1
6315,-2005.1500000000003,0,136,1
4171,-1147.32,0,59,1
6315,149.0,25,0,1
57668,-2133.880000000001,0,149,1
56083,-1982.1100000000008,0,133,1
50933,-2197.930000000001,0,218,1
44488,97.0,16,0,1
24575,-1868.4400000000028,0,185,1
23387,-2167.8300000000013,0,194,1
30643,-2376.6600000000008,0,132,1
73017,-2674.7799999999997,0,122,1
34123,-2104.450000000001,0,157,1
87549,-2283.880000000001,0,151,1
34123,141.66,26,0,1
75108,-1611.3200000000002,0,108,1
23387,268.0,42,0,1
64292,-1721.7400000000025,0,161,1
79147,-2355.590000000001,0,192,1
2779,-2108.4600000000014,0,164,1
48950,-2122.07,0,137,1
24778,-1985.7000000000005,0,114,1
33732,-1977.0600000000024,0,199,1
37688,-2347.15,0,150,1
55986,-3087.46,0,168,1
19744,-1520.750000000002,0,171,1
26447,-2549.35,0,136,1
70814,-2228.590000000001,0,147,1
15975,-2271.2700000000013,0,172,1
44155,-2739.109999999999,0,120,1
94420,-2287.2300000000005,0,95,1
44155,126.0,21,0,1
2126,-1878.5600000000004,0,125,1
39498,-1421.0200000000002,0,85,1
51221,-1832.4200000000003,0,122,1
78049,-2364.8900000000003,0,176,1
80606,-2225.970000000003,0,206,1
6097,-3176.2899999999995,0,108,1
89974,-5065.659999999999,0,106,1
51059,-1266.7400000000002,0,101,1
75941,-1336.86,0,127,1
24032,-2915.150000000001,0,81,1
96804,-3018.980000000002,0,167,1
85958,-2113.81,0,111,1
64658,-2238.1400000000003,0,120,1
13822,-1619.55,0,92,1
62701,-1687.2100000000016,0,192,1
47269,111.45000000000002,21,0,1
11971,-2888.8700000000013,0,116,1
21222,-2632.5200000000023,0,196,1
25168,-2167.38,0,104,1
24731,-2361.110000000002,0,149,1
17098,-1627.0700000000004,0,106,1
13311,-2866.990000000002,0,169,1
50031,-1690.7800000000004,0,107,1
82572,-1979.04,0,120,1
14190,-1926.9800000000005,0,141,1
53016,-2188.61,0,88,1
6829,-1629.1400000000008,0,144,1
7018,-2222.88,0,94,1
10300,-2848.610000000001,0,100,1
78056,-3365.84,0,127,1
98271,-1829.8800000000024,0,152,1
93372,-2932.0800000000013,0,264,1
91147,-1525.67,0,116,1
78668,-1644.8,0,88,1
55467,-1137.5899999999997,0,94,1
74027,-1666.5200000000004,0,118,1
29460,-2362.480000000001,0,230,1
83041,-1710.300000000001,0,215,1
36501,-1970.0900000000015,0,185,1
20756,-2852.38,0,168,1
63070,-1198.9,0,64,1
48530,-1178.2800000000004,0,98,1
29305,-1627.200000000001,0,128,1
100658,-1991.2200000000005,0,111,1
45549,-1742.3200000000006,0,194,1
80895,-2274.5600000000004,0,162,1
42551,-1965.5600000000004,0,102,1
56235,-2609.05,0,170,1
48058,-2346.8700000000013,0,193,1
21775,-2133.61,0,108,1
48058,61.7,13,0,1
2214,-2053.330000000001,0,130,1
46870,134.9,22,0,1
85153,-2278.09,0,91,1
6048,-2465.89,0,122,1
85153,24.5,4,0,1
17624,-2434.480000000002,0,167,1
21112,-1501.63,0,110,1
19570,-1629.23,0,119,1
67017,-2564.1100000000006,0,114,1
85755,-2086.170000000001,0,115,1
19884,-1824.2500000000016,0,173,1
46161,-2645.34,0,92,1
49658,-2578.77,0,95,1
57213,-2655.310000000001,0,153,1
88678,-1910.9300000000003,0,155,1
6842,-1583.8300000000002,0,134,1
27402,-1049.08,0,99,1
17143,-1673.760000000001,0,101,1
47296,-1766.6899999999996,0,109,1
32706,-3089.8100000000004,0,144,1
47296,119.5,19,0,1
2778,-2363.2000000000016,0,171,1
58317,-2035.6500000000012,0,198,1
55655,-1448.1300000000012,0,90,1
64272,-3348.0499999999997,0,171,1
55655,75.15,13,0,1
95418,-1992.1000000000008,0,86,1
77446,-3696.0499999999993,0,125,1
51872,-1663.1600000000028,0,170,1
46234,-2138.55,0,76,1
38429,-1706.7100000000005,0,144,1
33899,-1872.270000000002,0,215,1
78177,-1932.5500000000004,0,93,1
46234,93.5,14,0,1
52955,-1889.27,0,99,1
6782,-1658.5100000000002,0,144,1
86227,-1290.23,0,99,1
24095,-1775.3700000000013,0,186,1
57655,-3333.380000000001,0,158,1
13886,-1428.85,0,99,1
46343,-1574.0600000000013,0,151,1
74341,-1967.150000000002,0,169,1
12035,-2106.2800000000016,0,179,1
27641,-3584.06,0,97,1
70057,-1560.9,0,157,1
4518,-1742.8200000000006,0,109,1
4906,123.95,25,0,1
7680,-1310.53,0,100,1
89350,-1992.750000000001,0,189,1
66759,-2519.6399999999994,0,191,1
43248,-2004.22,0,107,1
24903,-2506.080000000001,0,147,1
88151,-2523.900000000001,0,173,1
85179,-1720.2300000000007,0,150,1
84132,-1869.440000000001,0,178,1
90576,-1394.4000000000003,0,113,1
84132,125.15,23,0,1
87108,-1766.490000000001,0,194,1
76947,-2135.410000000002,0,165,1
46580,-1463.7900000000004,0,113,1
55873,-1765.3000000000002,0,99,1
46847,-1726.720000000002,0,199,1
46983,-1565.620000000001,0,112,1
22229,-2628.3100000000018,0,147,1
10572,-1201.4300000000003,0,102,1
71631,-2220.8,0,131,1
55873,75.18,9,0,1
57204,-1522.9200000000003,0,122,1
90963,-1412.6100000000006,0,103,1
66642,-2281.17,0,105,1
70507,-2039.8200000000013,0,153,1
46578,-2911.4200000000023,0,169,1
58701,-2673.9,0,114,1
48853,-2727.420000000002,0,169,1
75414,-1686.180000000002,0,168,1
75414,100.55,18,0,1
24278,-1992.07,0,152,1
63394,-1856.25,0,77,1
92284,-2074.4600000000014,0,96,1
50238,-1959.640000000001,0,140,1
83304,-3216.6200000000003,0,121,1
94432,-1406.4700000000018,0,149,1
9150,-1192.2800000000004,0,111,1
45017,-1133.2000000000005,0,72,1
49200,-2495.14,0,136,1
51671,-1886.210000000001,0,111,1
46993,-1752.1800000000017,0,213,1
55281,113.65,22,0,1
38659,-1918.68,0,168,1
92785,-2145.93,0,166,1
10356,-1869.9700000000016,0,185,1
16291,-2360.6900000000023,0,194,1
79891,-2040.0500000000009,0,170,1
95970,-2537.6500000000024,0,185,1
79891,153.0,26,0,1
67626,-2352.110000000001,0,186,1
7373,-2235.620000000001,0,119,1
67626,186.2,31,0,1
56748,-1696.9200000000003,0,127,1
98159,-2131.28,0,112,1
95445,-2393.2600000000025,0,208,1
17169,-3645.06,0,141,1
28787,-3672.5100000000007,0,95,1
41707,-2563.79,0,173,1
53525,-1859.3500000000024,0,189,1
52881,-2439.14,0,167,1
74092,-1899.93,0,64,1
83578,-2713.29,0,110,1
74092,135.01,20,0,1
17526,-2452.7800000000016,0,182,1
95906,-1512.010000000001,0,181,1
58910,-1804.1500000000003,0,126,1
9687,-1717.3800000000003,0,134,1
74346,-2147.49,0,125,1
7659,-2400.78,0,122,1
67532,-2619.2800000000007,0,174,1
10636,-1962.7300000000007,0,130,1
32649,-2604.439999999999,0,87,1
12407,-1606.780000000002,0,182,1
92540,-1825.1500000000017,0,168,1
92540,184.25,34,0,1
40716,-2516.74,0,137,1
94209,-2812.0399999999986,0,104,1
17413,-1261.1,0,99,1
57048,98.0,18,0,1
74075,-2276.9700000000007,0,108,1
89393,-4916.389999999999,0,131,1
74075,206.55,33,0,1
68720,-2102.0,0,154,1
5494,-2275.5400000000004,0,96,1
25835,203.37,29,0,1
72075,-1652.700000000001,0,174,1
55286,-1648.000000000001,0,178,1
36145,-3057.6200000000003,0,123,1
78197,-1768.230000000001,0,92,1
19566,-2346.67,0,144,1
71804,-1288.9900000000005,0,94,1
66807,-1994.1900000000016,0,203,1
8003,125.5,20,0,1
47734,-2391.28,0,97,1
13246,-2429.61,0,90,1
18840,-1966.4000000000003,0,129,1
78784,-2130.2600000000007,0,107,1
64241,-1354.4100000000014,0,151,1
30975,40.05,7,0,1
67160,-2068.010000000002,0,188,1
1697,-1852.4900000000016,0,209,1
67778,-2220.01,0,126,1
1697,225.02,34,0,1
63143,-1829.7500000000005,0,113,1
80448,-1691.300000000001,0,160,1
78380,-1872.6900000000005,0,109,1
18199,-1946.450000000001,0,171,1
80512,-3848.28,0,132,1
8327,-1526.6900000000005,0,107,1
2984,-2006.97,0,116,1
74349,-1602.6400000000003,0,130,1
62106,-2144.630000000001,0,153,1
74349,79.5,12,0,1
71199,-1705.2400000000005,0,161,1
15829,-1859.130000000001,0,165,1
15315,-1294.99,0,75,1
40735,-3219.1600000000003,0,231,1
45692,-1177.2300000000002,0,108,1
65178,-3168.9600000000005,0,148,1
24954,-2149.0900000000024,0,187,1
21593,-2345.63,0,145,1
21593,117.71,20,0,1
60504,-1479.5400000000004,0,101,1
21385,-2561.24,0,178,1
93313,-2682.550000000001,0,138,1
63909,-2580.3000000000025,0,212,1
47078,-1958.4000000000003,0,148,1
40136,-1594.14,0,119,1
39937,-1911.53,0,142,1
38188,-1739.8200000000004,0,129,1
11568,-1610.9400000000005,0,95,1
17794,-1623.98,0,81,1
65870,-2258.610000000002,0,185,1
12290,-1764.45,0,97,1
90028,-1570.78,0,143,1
75897,-1842.6000000000008,0,163,1
89603,-2492.71,0,85,1
45039,-1222.9799999999998,0,128,1
1563,-2350.670000000001,0,187,1
73591,-1088.8300000000002,0,162,1
41952,-1805.3400000000004,0,191,1
83984,-2271.63,0,155,1
7104,-1830.4800000000005,0,121,1
57799,-2619.38,0,129,1
88041,-3003.2500000000005,0,164,1
58450,-2278.3000000000006,0,163,1
38199,-2322.7000000000007,0,106,1
65581,-2767.750000000001,0,129,1
39504,186.6,33,0,1
53759,-1993.3600000000008,0,100,1
39841,-1793.110000000001,0,150,1
11182,-2095.8100000000004,0,175,1
65991,-1721.4600000000012,0,166,1
74446,-1503.9900000000007,0,120,1
28095,-1346.69,0,80,1
28095,248.1,28,0,1
13384,-2632.0300000000007,0,151,1
54340,-2055.160000000002,0,177,1
80508,-1896.7200000000007,0,114,1
81026,-1988.1700000000008,0,112,1
80508,143.65,26,0,1
51982,-2142.4100000000008,0,154,1
59036,-1628.0300000000002,0,113,1
15911,-1809.290000000001,0,204,1
95511,-1859.5900000000008,0,165,1
43675,-1677.3200000000002,0,126,1
27700,-1860.190000000001,0,158,1
11177,-2752.8900000000017,0,185,1
60242,-1799.5500000000004,0,75,1
53615,-2247.1800000000026,0,216,1
24597,128.65,23,0,1
38962,-2302.850000000001,0,125,1
27550,-2667.620000000001,0,111,1
95032,-3044.02,0,104,1
86256,-1808.61,0,101,1
95032,93.0,16,0,1
65929,-2264.9000000000024,0,184,1
38905,-1846.9000000000003,0,152,1
64181,-2441.99,0,147,1
36642,-1787.3400000000013,0,78,1
16425,-2569.5100000000007,0,142,1
99708,-1798.5500000000006,0,104,1
40602,70.5,11,0,1
40602,-1691.020000000001,0,106,1
51861,-2858.5200000000004,0,150,1
16019,-2049.4300000000003,0,91,1
51861,171.15,29,0,1
22033,-2160.900000000001,0,203,1
84945,-2112.430000000001,0,120,1
40321,-2487.2200000000016,0,234,1
73092,-2143.4,0,86,1
40321,113.95,16,0,1
55218,-2708.38,0,120,1
57564,-1316.1800000000003,0,98,1
51544,-1078.35,0,86,1
29312,-1815.74,0,100,1
51544,45.5,6,0,1
47515,-2103.460000000001,0,84,1
51787,-2074.3300000000004,0,95,1
29303,-2215.780000000001,0,133,1
4691,-2382.67,0,92,1
33121,-2332.3500000000004,0,242,1
20911,-2240.03,0,169,1
49261,-2004.7100000000005,0,159,1
27001,142.0,26,0,1
55112,-1834.0300000000016,0,173,1
73891,-1876.2400000000016,0,168,1
84959,-2209.6200000000003,0,114,1
84959,48.0,8,0,1
46986,-3473.900000000001,0,179,1
34573,-2426.79,0,143,1
90764,-1820.090000000002,0,178,1
47699,-2093.300000000001,0,126,1
86519,-2385.0500000000006,0,156,1
62613,-1705.85,0,87,1
14146,132.5,23,0,1
98693,-2087.19,0,121,1
25307,-2849.4400000000005,0,128,1
53618,-1692.7,0,95,1
15239,-2231.250000000002,0,156,1
23714,-5258.71,0,182,1
15239,90.46,14,0,1
4717,-2861.9100000000008,0,183,1
24540,-2150.36,0,140,1
100493,-2596.02,0,172,1
1631,-1614.1400000000017,0,190,1
27649,-2902.040000000001,0,142,1
62863,-2870.9999999999995,0,142,1
13205,-2403.47,0,122,1
88373,-2183.3700000000003,0,77,1
13205,227.95000000000005,28,0,1
49531,-2585.1900000000023,0,169,1
73947,-1635.1400000000012,0,161,1
90958,-2951.979999999998,0,198,1
1369,102.5,18,0,1
52621,-2446.790000000001,0,109,1
28510,91.97,13,0,1
20381,-2311.0600000000004,0,103,1
20381,121.47,16,0,1
81845,-2185.380000000001,0,109,1
38353,55.5,9,0,1
95627,-2042.660000000002,0,168,1
15320,-2081.4900000000025,0,166,1
62069,-2163.16,0,132,1
95627,58.6,11,0,1
71531,-2495.160000000002,0,154,1
68656,-2698.250000000001,0,104,1
11096,-1576.1100000000006,0,192,1
76659,-1256.5000000000002,0,109,1
58144,-1782.9900000000014,0,178,1
83910,-2725.590000000004,0,200,1
20764,-1905.2300000000023,0,185,1
3269,-1649.9100000000024,0,189,1
44892,-2055.3500000000017,0,168,1
25212,-2592.3300000000017,0,212,1
73837,-2754.17,0,158,1
22148,-1344.0800000000004,0,93,1
39860,284.37,41,0,1
49225,-1247.72,0,68,1
72164,-1684.67,0,106,1
30269,-1553.95,0,104,1
95243,-3319.7799999999997,0,144,1
81637,-3046.4900000000007,0,140,1
6053,-2342.5600000000027,0,167,1
9518,-2179.12,0,117,1
25990,-1432.1500000000003,0,91,1
91684,-1842.3400000000024,0,192,1
83934,-4256.06,0,100,1
100927,-1581.7400000000007,0,121,1
25990,88.78,15,0,1
86320,-1613.280000000001,0,156,1
74534,-2523.5400000000013,0,178,1
58961,-2139.6500000000024,0,230,1
21000,-2066.73,0,127,1
40454,-2248.740000000003,0,210,1
82980,-2144.980000000002,0,168,1
71204,-2221.99,0,151,1
5589,-1988.77,0,119,1
91686,-2023.29,0,136,1
53545,-2116.7700000000004,0,128,1
51292,-2376.850000000002,0,164,1
31494,-3163.9700000000003,0,144,1
39543,-2924.6200000000017,0,210,1
3217,-2213.270000000001,0,140,1
28441,-1971.1700000000008,0,146,1
38476,-3183.9300000000003,0,124,1
18634,-2335.7100000000005,0,224,1
62384,-1640.270000000001,0,115,1
16588,-2490.650000000002,0,145,1
85030,-2355.52,0,95,1
88281,-1727.82,0,107,1
94438,-3083.42,0,138,1
50741,-2418.88,0,157,1
84632,-1402.7400000000011,0,136,1
52725,-1672.430000000001,0,180,1
23234,-2521.0600000000018,0,250,1
82181,-2795.03,0,167,1
35252,-1477.0500000000002,0,89,1
67968,-1584.9299999999998,0,121,1
92631,-2072.4,0,81,1
79386,-1437.5000000000002,0,91,1
39347,-2365.5200000000023,0,149,1
78033,-2115.9500000000003,0,131,1
49855,-2082.770000000001,0,207,1
39596,-2136.8900000000026,0,233,1
56976,-1423.97,0,101,1
32260,-1271.19,0,106,1
32260,103.55,12,0,1
4044,-1881.750000000003,0,148,1
88862,-2287.660000000001,0,202,1
96627,-1901.21,0,140,1
26475,-1461.7500000000002,0,110,1
72765,-2141.6200000000003,0,141,1
21364,102.6,18,0,1
68085,-1882.33,0,89,1
93932,-2231.98,0,81,1
35883,-1908.02,0,76,1
91436,-2253.580000000001,0,111,1
35883,80.0,11,0,1
91055,-3579.310000000001,0,183,1
49824,-2452.380000000001,0,121,1
60597,-2119.83,0,107,1
50194,-1909.56,0,111,1
31502,-2003.550000000001,0,210,1
19878,-2719.6600000000008,0,214,1
98332,-1788.8200000000002,0,114,1
59092,-2157.8300000000004,0,207,1
68979,-2862.21,0,143,1
38748,-1551.010000000001,0,195,1
15350,-2694.72,0,152,1
38748,184.65,34,0,1
50452,-1695.0400000000009,0,179,1
41032,-1576.490000000001,0,93,1
5338,-1795.7,0,91,1
78918,-2184.960000000001,0,153,1
91268,-2444.5600000000013,0,151,1
91906,-2492.360000000001,0,172,1
38745,-1663.9100000000003,0,71,1
75771,-1987.68,0,99,1
27704,-1885.5400000000016,0,174,1
36044,312.79,30,0,1
20304,-1356.670000000001,0,162,1
41830,-2082.9500000000007,0,132,1
18365,-3145.06,0,113,1
99799,-2027.6900000000016,0,172,1
88598,-2431.34,0,119,1
41864,-2208.5200000000004,0,183,1
67152,-1751.8700000000003,0,83,1
52123,124.45,22,0,1
77237,-2413.7700000000004,0,139,1
51698,-1813.9800000000007,0,125,1
82647,-1751.82,0,56,1
29825,-1712.4500000000012,0,121,1
26374,-2419.29,0,128,1
71752,-1785.260000000001,0,138,1
9480,-1882.2300000000016,0,184,1
45292,-2067.8500000000013,0,162,1
66483,-1406.5700000000002,0,82,1
59791,-1568.0400000000004,0,88,1
66483,151.5,25,0,1
62457,-1626.88,0,101,1
55587,-1766.7000000000005,0,147,1
53354,-1332.01,0,76,1
77237,185.4,31,0,1
73344,-1883.6900000000005,0,130,1
82861,-2458.540000000001,0,152,1
5538,-2701.9000000000005,0,129,1
59923,-2434.480000000002,0,189,1
5538,191.35,32,0,1
79051,-2616.19,0,104,1
97468,141.55,23,0,1
47193,-2188.750000000002,0,192,1
90910,-1281.32,0,75,1
51066,-1953.4700000000005,0,167,1
5180,-1711.5999999999997,0,95,1
1210,-1735.8000000000002,0,82,1
69670,181.15,32,0,1
37074,-1571.4700000000005,0,85,1
58881,-2267.300000000004,0,172,1
9916,-1508.6700000000017,0,205,1
71288,-1641.96,0,90,1
